Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"Y Zhai, Z Ding, Y Liu, S Jin, ...",Research on novel spatial structure of power generation of spherical robot,2020,Proceedings of the …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0954408920932358,"https://scholar.google.com/scholar?cites=17754127317973185005&as_sdt=2005&sciodt=0,5&hl=en",11,2025-03-27 20:21:38,,10.1177/0954408920932358,,,,,,,5,1,1,5,5,"… In order to study power generation rule, the Adams software is used for simulating and analyzing the motion with different structure layout and different wind speed. Only a single …",,"https://scholar.google.com/scholar?q=related:7bHZ9LpUY_YJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"S Fadlo, N Rabbah, ...",Energy modeling for a differential guide mobile robot using simscape,2020,… Symposium on Advanced …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9523652/,"https://scholar.google.com/scholar?cites=4162206829550384184&as_sdt=2005&sciodt=0,5&hl=en",12,2025-03-27 20:21:38,,,,,,,,,2,0.4,1,3,5,… complete energy model has been developed in Simscape software to illustrate that. The estimated energy consumption is compared with typical motor energy and mixed energy models…,,"https://scholar.google.com/scholar?q=related:ODQOJQ8hwzkJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
33,"W Ji, X Gao, B Xu, GY Chen, D Zhao",Target recognition method of green pepper harvesting robot based on manifold ranking,2020,Computers and electronics in …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168169920314757,"https://scholar.google.com/scholar?cites=4137676580835378728&as_sdt=2005&sciodt=0,5&hl=en",13,2025-03-27 20:21:38,,,,,,,,,33,6.6,7,5,5,"… the recognition of green pepper harvesting robot in the near … , super-pixels extracted via energy-driven sampling (SEEDS) is … green pepper target is obtained to realize the recognition of …",,"https://scholar.google.com/scholar?q=related:KEYljO36azkJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"G Boiadjiev, I Chavdarov, ...",Dynamics of a Planar Redundant Robot Based on Energy Conservation Law and Graph Theory,2020,… Conference on Software …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9238220/,"https://scholar.google.com/scholar?cites=10776374130728351449&as_sdt=2005&sciodt=0,5&hl=en",14,2025-03-27 20:21:38,,,,,,,,,2,0.4,1,3,5,… drive power can be optimized. In this work is considered a planar redundant 3D printed robot with … The dynamic model is developed using the energy conservation law and graph theory. …,,"https://scholar.google.com/scholar?q=related:2bbFHC1fjZUJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
23,"Y Yan, W Jiang, D Zou, W Quan, HJ Li, ...",Research on mechanism configuration and coordinated control for power distribution network live working robot,2020,Industrial Robot: the …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/ir-02-2020-0036/full/html,"https://scholar.google.com/scholar?cites=379763788885038834&as_sdt=2005&sciodt=0,5&hl=en",15,2025-03-27 20:21:38,,10.1108/ir-02-2020-0036,,,,,,,23,4.6,4,6,5,"… working robot for distribution network maintenance, the robot is … , so as the robot power distribution maintenance function … of the distribution network-robot with small arms and in small …",,"https://scholar.google.com/scholar?q=related:8pYMZycxRQUJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
34,"AV Le, R Parween, PT Kyaw, RE Mohan, ...",Reinforcement learning-based energy-aware area coverage for reconfigurable hRombo tiling robot,2020,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9262896/,"https://scholar.google.com/scholar?cites=759260328330240952&as_sdt=2005&sciodt=0,5&hl=en",16,2025-03-27 20:21:38,,,,,,,,,34,6.8,7,5,5,… The robot can reconfigure its base structure into seven distinct … three robot hinges connecting robot modules. The problem of optimal path planning assisting the proposed hRombo robot …,https://ieeexplore.ieee.org/iel7/6287639/6514899/09262896.pdf,"https://scholar.google.com/scholar?q=related:uKMr8j5viQoJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
21,"Z Hua, X Rong, Y Li, H Chai, B Li, S Zhang",Analysis and verification on energy consumption of the quadruped robot with passive compliant hydraulic servo actuator,2020,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/10/1/340,"https://scholar.google.com/scholar?cites=13665138093865595467&as_sdt=2005&sciodt=0,5&hl=en",17,2025-03-27 20:21:38,HTML,,,,,,,,21,4.2,4,6,5,… to buffer impact forces between a robot’s feet and the ground. This paper studies the energy efficiency of this actuator in the dynamic locomotion of a quadruped robot. Different from the …,https://www.mdpi.com/2076-3417/10/1/340,"https://scholar.google.com/scholar?q=related:S3KEA7JSpL0J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
24,"CG Hobart, A Mazumdar, SJ Spencer, ...",Achieving versatile energy efficiency with the wanderer biped robot,2020,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9006922/,"https://scholar.google.com/scholar?cites=16888917822827534575&as_sdt=2005&sciodt=0,5&hl=en",18,2025-03-27 20:21:38,,,,,,,,,24,4.8,6,4,5,"… 4(b) indicate restarts of data logging software. In some cases, this was done … energy savings by comparing measured robot data (“compensated”) with model predictions for the power …",https://ieeexplore.ieee.org/ielaam/8860/9109403/9006922-aam.pdf,"https://scholar.google.com/scholar?q=related:7xhmTkd9YeoJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
10,"H Fouad, G Beltrame",Energy autonomy for resource-constrained multi robot missions,2020,2020 IEEE/RSJ International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9341455/,"https://scholar.google.com/scholar?cites=8836906208572578516&as_sdt=2005&sciodt=0,5&hl=en",19,2025-03-27 20:21:38,,,,,,,,,10,2,5,2,5,… We build an energy sufficiency layer that ensures that the voltage of each robot stays higher than a given minimum level (to ensure sufficiency) and lower than a certain upper bound (to …,http://ras.papercept.net/images/temp/IROS/files/2734.pdf,"https://scholar.google.com/scholar?q=related:1Jppc2D_onoJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"VI Petrenko, FB Tebueva, VO Antonov, ...",Mathematical methods for planning energy-efficient motion path of the manipulator anthropomorphic robot for the typical obstacles,2020,IOP Conference …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1757-899X/919/5/052055/meta,"https://scholar.google.com/scholar?cites=7440345193374348911&as_sdt=2005&sciodt=0,5&hl=en",20,2025-03-27 20:21:38,,10.1088/1757-899X/919/5/052055,,,,,,,2,0.4,1,4,5,… The software for methods and algorithms of the quasi-… robot on one charging cycle by reducing the energy consumption of … a typical obstacle by planning an energy-efficient travel path. …,https://iopscience.iop.org/article/10.1088/1757-899X/919/5/052055/pdf,"https://scholar.google.com/scholar?q=related:b_ZcYYhqQWcJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
12,"J Tacué, C Rengifo, D Bravo",An experimental energy consumption comparison between trajectories generated by using the cart-table model and an optimization approach for the Bioloid robot,2020,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1729881420917808,"https://scholar.google.com/scholar?cites=14263023029673709944&as_sdt=2005&sciodt=0,5&hl=en",21,2025-03-27 20:21:38,,10.1177/1729881420917808,,,,,,,12,2.4,4,3,5,"… the robot, and the second one is based on the cart-table model. For the experiments, we measured the energy delivered by the battery of the robot to … The software component stores the …",https://journals.sagepub.com/doi/pdf/10.1177/1729881420917808,"https://scholar.google.com/scholar?q=related:eNHqcuBv8MUJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
13,"S Kaitwanidvilai, V Chanarungruengkij, ...",Remote Sensing to Minimize Energy Consumption of Six-axis Robot Arm Using Particle Swarm Optimization and Artificial Neural Network to Control Changes in …,2020,Sensors & …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/f7cc/e214e9a894b8bde999c34748629d4b937a7b.pdf,"https://scholar.google.com/scholar?cites=9684925563565381364&as_sdt=2005&sciodt=0,5&hl=en",22,2025-03-27 20:21:38,PDF,,,,,,,,13,2.6,4,3,5,"… (14) There have also been many studies on software. For example, research on choosing … of remote sensing for controlling a robot arm that can also minimize energy consumption. …",https://pdfs.semanticscholar.org/f7cc/e214e9a894b8bde999c34748629d4b937a7b.pdf,"https://scholar.google.com/scholar?q=related:9BZqtHzEZ4YJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
4,"J Enferadi, V Saffar",A virtual power algorithm for dynamics analysis of a 3-RRcP spherical parallel robot using the screw theory,2020,Australian Journal of Mechanical Engineering,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/14484846.2018.1526439,"https://scholar.google.com/scholar?cites=18398064418402227756&as_sdt=2005&sciodt=0,5&hl=en",23,2025-03-27 20:21:38,,10.1080/14484846.2018.1526439,,,,,,,4,0.8,2,2,5,… The proposed approach is based on the principle of virtual power and the screw theory. To … that their solutions are compared by a commercial dynamics software package (CDSP). …,,"https://scholar.google.com/scholar?q=related:LFaehRwOU_8J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"S Rajwade, AK Tiwari, A Pandey",Type-1 Fuzzy Pulse Width Modulation Controlled Motion Planning of Differential Drive 4-Wheeled Power Robot,2020,Advances in Mechanical Engineering …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-0124-1_130,"https://scholar.google.com/scholar?cites=16874241847776896427&as_sdt=2005&sciodt=0,5&hl=en",24,2025-03-27 20:21:38,,10.1007/978-981-15-0124-1_130,,,,,,,2,0.4,1,3,5,… power robot have been presented through the graphical user interface (GUI) platform of MATLAB software… differential drive 4-wheeled power robot in an unstructured environment using …,,"https://scholar.google.com/scholar?q=related:q-XFlo5ZLeoJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
0,"N Yao, X Zhao, H Liu",Design of Photovoltaic Power Intelligent Patrol Robot,2020,International Conference on Medical Imaging and …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-5199-4_21,,25,2025-03-27 20:21:38,,10.1007/978-981-15-5199-4_21,,,,,,,0,0,0,3,5,"… transmission control platform of mobile robot is proposed based on photovoltaic power; photovoltaic battery charging circuit is mainly designed. The software, hardware and mechanical …",,"https://scholar.google.com/scholar?q=related:87bFOJTKFC0J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
18,"S Zhai, B Jin, Y Cheng",Mechanical design and gait optimization of hydraulic hexapod robot based on energy conservation,2020,Applied sciences,mdpi.com,https://www.mdpi.com/2076-3417/10/11/3884,"https://scholar.google.com/scholar?cites=7180824891475681111&as_sdt=2005&sciodt=0,5&hl=en",26,2025-03-27 20:21:38,HTML,,,,,,,,18,3.6,6,3,5,"… robot to reduce energy consumption. It provides a structure procedure to maximize the energy … and versatility for a hydraulic walking robot. First, the mathematical model of the total …",https://www.mdpi.com/2076-3417/10/11/3884,"https://scholar.google.com/scholar?q=related:V9-wcjFqp2MJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
1,"KA Ingle, AG Bhatkar, RS Tarmale, TD Ingle, ...",A Review of River Cleaning Robot Using Solar Power,2020,International Journal of …,theqstorm.org,"https://theqstorm.org/data/journalsresaim,+IJRESM_V3_I7_23.pdf","https://scholar.google.com/scholar?cites=9366011490430467100&as_sdt=2005&sciodt=0,5&hl=en",27,2025-03-27 20:21:38,PDF,,,,,,,,1,0.2,0,5,5,"… Robot. It is the robotic which floats on the water and the energy is supplied from 12V battery. The … For that cause, we designed the automated robot for river cleaning. The outcomes of …","https://theqstorm.org/data/journalsresaim,+IJRESM_V3_I7_23.pdf","https://scholar.google.com/scholar?q=related:HLxVydPB-oEJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
14,"HJ Li, W Jiang, D Zou, Y Yan, A Zhang, ...",Robust motion control for multi-split transmission line four-wheel driven mobile operation robot in extreme power environment,2020,Industrial Robot: the …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IR-09-2019-0203/full/html,"https://scholar.google.com/scholar?cites=11744502593629260253&as_sdt=2005&sciodt=0,5&hl=en",28,2025-03-27 20:21:38,,10.1108/IR-09-2019-0203,,,,,,,14,2.8,2,6,5,"… robot motion control, this paper aims to presents a robust trajectory tracking motion control method for power cable robot … software system, the robot mobile platform principle prototype. …",,"https://scholar.google.com/scholar?q=related:3QntROLa_KIJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"L Huang, X Ma, F Fang, B Zhou",Device target checking for power patrol robot based on objectness estimation,2020,2020 15th IEEE Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9248095/,"https://scholar.google.com/scholar?cites=11399326218972909818&as_sdt=2005&sciodt=0,5&hl=en",29,2025-03-27 20:21:38,,,,,,,,,2,0.4,1,4,5,"… inspection in power substations are various and scattered. The patrol robot has emerged in … The visual software in the industrial computer completes the device identification work, and …",,"https://scholar.google.com/scholar?q=related:-lCtyMyKMp4J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
1,G Luppi,Autonomous robot for planting for great green wall initiative feasibility study,2020,,politesi.polimi.it,https://www.politesi.polimi.it/handle/10589/187398,"https://scholar.google.com/scholar?cites=15067800398951675189&as_sdt=2005&sciodt=0,5&hl=en",30,2025-03-27 20:21:38,,,,,,,,,1,0.2,1,1,5,"… preserve soil microstructure, it is equipped with Lithium battery technology that guarantee … First, we have to plot the map, and via software then robot generate feasible path and follow …",https://www.politesi.polimi.it/bitstream/10589/187398/1/Autonomous%20Robot%20for%20Planting%20for%20Great%20Green%20Wall%20Initiative%20Feasibility%20Study.pdf,"https://scholar.google.com/scholar?q=related:NfUAVqGUG9EJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
1,"Y Xu, H Zhao, X Zhou, SE Ovur, ...",Energy management for medical rescue robot,2020,2020 5th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9195370/,"https://scholar.google.com/scholar?cites=12459792461947272819&as_sdt=2005&sciodt=0,5&hl=en",31,2025-03-27 20:21:38,,,,,,,,,1,0.2,0,5,5,… on the energy management of the medical rescue mobile robot … Efficient energy usage is a crucial issue because energy … The power consumption of the robot system is affected by the …,,"https://scholar.google.com/scholar?q=related:c_50tToT6qwJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
0,MH Prio,"Design, Construction, Energy Modeling, and Navigation of a Six-Wheeled Differential Drive Robot to Deliver Medical Supplies inside Hospitals",2020,,digitalcommons.georgiasouthern …,https://digitalcommons.georgiasouthern.edu/etd/2124/,,32,2025-03-27 20:21:38,,,,,,,,,0,0,0,1,5,"… robot to achieve better energy optimization. To develop the object avoidance algorithm, we investigated the use of the Robot … robot to avoid obstacles using Webot simulator software. …",https://digitalcommons.georgiasouthern.edu/cgi/viewcontent.cgi?article=3302&context=etd,"https://scholar.google.com/scholar?q=related:5yQg3WfXgZQJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
2,"R Maidana, R Granada, D Jurak, ...",Energy-aware path planning for autonomous mobile robot navigation,2020,Proceedings of the …,cdn.aaai.org,https://cdn.aaai.org/ocs/18463/18463-79403-1-PB.pdf,"https://scholar.google.com/scholar?cites=3982752829047199821&as_sdt=2005&sciodt=0,5&hl=en",33,2025-03-27 20:21:38,PDF,,,,,,,,2,0.4,1,4,5,"… As future work, we intend to improve the physical hardware and software for activating and deactivating sensors to avoid or reduce failures related to sensor shutdown. Secondly, we will …",https://cdn.aaai.org/ocs/18463/18463-79403-1-PB.pdf,"https://scholar.google.com/scholar?q=related:TViKs5iURTcJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2020&as_yhi=2020&as_vis=1"
